"id","flight_number","date","from_city","airport_out_code","to_city","airport_to_code","scheduled_time_of_departure","actual_time_of_departure","flight_time","landed_time","scheduled_time_of_arrival","aircraft_code","aircraft_model","date_of_load"
1897,"EK836","2025-01-04","Bahrain ","BAH","Dubai ","DXB","03:50","03:58","0:53","05:52","06:05","A6-EBQ","Boeing 777-36N(ER)","2025-01-10 00:00:00"
1898,"EK835","2025-01-03","Dubai ","DXB","Bahrain ","BAH","02:10","02:39","0:52","02:30","02:25","A6-EBQ","Boeing 777-36N(ER)","2025-01-10 00:00:00"
1899,"EK567","2025-01-03","Bengaluru ","BLR","Dubai ","DXB","20:20","20:30","3:34","22:35","23:00","A6-EBQ","Boeing 777-36N(ER)","2025-01-10 00:00:00"
1900,"EK725","2025-01-10","Dubai ","DXB","Dar-es-Salaam ","DAR","09:15","10:08","4:50","13:58","13:40","A6-EBR","Boeing 777-31H(ER)","2025-01-10 00:00:00"
1901,"EK176","2025-01-09","St. Petersburg ","LED","Dubai ","DXB","23:10","23:43","5:18","06:01","06:25","A6-EBR","Boeing 777-31H(ER)","2025-01-10 00:00:00"
1902,"EK175","2025-01-09","Dubai ","DXB","St. Petersburg ","LED","15:55","16:15","5:48","21:03","21:10","A6-EBR","Boeing 777-31H(ER)","2025-01-10 00:00:00"
1903,"EK425","2025-01-08","Perth ","PER","Dubai ","DXB","06:00","06:13","10:19","12:33","13:10","A6-EBR","Boeing 777-31H(ER)","2025-01-10 00:00:00"
1904,"EK424","2025-01-08","Dubai ","DXB","Perth ","PER","09:15","09:50","10:06","23:56","00:10","A6-EBR","Boeing 777-31H(ER)","2025-01-10 00:00:00"
1905,"EK533","2025-01-07","Cochin ","COK","Dubai ","DXB","04:30","04:54","3:35","07:00","07:05","A6-EBR","Boeing 777-31H(ER)","2025-01-10 00:00:00"
1906,"EK532","2025-01-07","Dubai ","DXB","Cochin ","COK","21:40","22:07","3:23","02:59","03:00","A6-EBR","Boeing 777-31H(ER)","2025-01-10 00:00:00"
1907,"EK130","2025-01-07","Moscow ","DME","Dubai ","DXB","09:45","10:29","4:43","16:11","16:20","A6-EBR","Boeing 777-31H(ER)","2025-01-10 00:00:00"
1908,"EK129","2025-01-06","Dubai ","DXB","Moscow ","DME","03:30","03:44","5:17","08:01","08:00","A6-EBR","Boeing 777-31H(ER)","2025-01-10 00:00:00"
1909,"EK529","2025-01-06","Hyderabad ","HYD","Dubai ","DXB","21:20","21:37","3:35","23:42","23:59","A6-EBR","Boeing 777-31H(ER)","2025-01-10 00:00:00"
1910,"EK528","2025-01-06","Dubai ","DXB","Hyderabad ","HYD","14:45","15:06","2:56","19:33","19:45","A6-EBR","Boeing 777-31H(ER)","2025-01-10 00:00:00"
1911,"EK651","2025-01-06","Colombo ","CMB","Dubai ","DXB","09:55","10:32","3:56","12:58","12:55","A6-EBR","Boeing 777-31H(ER)","2025-01-10 00:00:00"
1912,"EK650","2025-01-05","Dubai ","DXB","Colombo ","CMB","02:40","03:25","3:43","08:38","08:25","A6-EBR","Boeing 777-31H(ER)","2025-01-10 00:00:00"
1913,"EK603","2025-01-05","Karachi ","KHI","Dubai ","DXB","22:40","22:52","2:04","23:56","00:05","A6-EBR","Boeing 777-31H(ER)","2025-01-10 00:00:00"
1914,"EK602","2025-01-05","Dubai ","DXB","Karachi ","KHI","18:10","18:37","1:28","21:05","21:05","A6-EBR","Boeing 777-31H(ER)","2025-01-10 00:00:00"
1915,"EK130","2025-01-05","Moscow ","DME","Dubai ","DXB","09:45","10:42","4:51","16:32","16:20","A6-EBR","Boeing 777-31H(ER)","2025-01-10 00:00:00"
1916,"EK129","2025-01-04","Dubai ","DXB","Moscow ","DME","03:30","03:56","5:06","08:01","08:00","A6-EBR","Boeing 777-31H(ER)","2025-01-10 00:00:00"
1917,"EK573","2025-01-04","Kolkata ","CCU","Dubai ","DXB","20:20","20:25","4:49","23:44","00:15","A6-EBR","Boeing 777-31H(ER)","2025-01-10 00:00:00"
1918,"EK572","2025-01-04","Dubai ","DXB","Kolkata ","CCU","13:15","13:24","3:37","18:31","18:50","A6-EBR","Boeing 777-31H(ER)","2025-01-10 00:00:00"
1919,"EK176","2025-01-03","St. Petersburg ","LED","Dubai ","DXB","23:10","02:06","5:32","08:38","06:25","A6-EBR","Boeing 777-31H(ER)","2025-01-10 00:00:00"
1920,"EK175","2025-01-03","Dubai ","DXB","St. Petersburg ","LED","15:55","16:24","5:50","21:14","21:10","A6-EBR","Boeing 777-31H(ER)","2025-01-10 00:00:00"
1921,"EK707","2025-01-10","Victoria ","SEZ","Antananarivo ","TNR","15:20","09:59","4:02","14:01","17:05","A6-EBU","Boeing 777-31H(ER)","2025-01-10 00:00:00"
1923,"EK816","2025-01-10","Riyadh ","RUH","Dubai ","DXB","03:55","04:07","1:25","06:32","06:55","A6-EBU","Boeing 777-31H(ER)","2025-01-10 00:00:00"
1924,"EK815","2025-01-09","Dubai ","DXB","Riyadh ","RUH","01:25","02:00","1:26","02:25","02:25","A6-EBU","Boeing 777-31H(ER)","2025-01-10 00:00:00"
1925,"EK726","2025-01-09","Dar-es-Salaam ","DAR","Dubai ","DXB","15:25","15:43","5:01","21:44","21:45","A6-EBU","Boeing 777-31H(ER)","2025-01-10 00:00:00"
1926,"EK725","2025-01-09","Dubai ","DXB","Dar-es-Salaam ","DAR","09:15","09:56","4:53","13:49","13:40","A6-EBU","Boeing 777-31H(ER)","2025-01-10 00:00:00"
1927,"EK60","2025-01-08","Hamburg ","HAM","Dubai ","DXB","14:40","15:10","5:42","23:52","00:10","A6-EBU","Boeing 777-31H(ER)","2025-01-10 00:00:00"
1928,"EK59","2025-01-08","Dubai ","DXB","Hamburg ","HAM","08:50","09:38","6:25","13:02","12:55","A6-EBU","Boeing 777-31H(ER)","2025-01-10 00:00:00"
1929,"EK110","2025-01-07","Larnaca ","LCA","Dubai ","DXB","19:20","14:48","2:06","17:55","01:00","A6-EBU","Boeing 777-31H(ER)","2025-01-10 00:00:00"
1931,"EK109","2025-01-07","Larnaca ","LCA","Malta ","MLA","11:25","08:04","3:38","09:42","13:15","A6-EBU","Boeing 777-31H(ER)","2025-01-10 00:00:00"
1933,"EK784","2025-01-06","Lagos ","LOS","Dubai ","DXB","17:55","18:27","6:41","04:08","04:10","A6-EBU","Boeing 777-31H(ER)","2025-01-10 00:00:00"
1934,"EK783","2025-01-06","Dubai ","DXB","Lagos ","LOS","10:30","10:58","8:02","16:00","16:10","A6-EBU","Boeing 777-31H(ER)","2025-01-10 00:00:00"
1935,"EK758","2025-01-05","Algiers ","ALG","Dubai ","DXB","15:40","16:14","5:45","00:59","01:10","A6-EBU","Boeing 777-31H(ER)","2025-01-10 00:00:00"
1936,"EK757","2025-01-05","Dubai ","DXB","Algiers ","ALG","08:10","09:09","6:33","12:42","12:40","A6-EBU","Boeing 777-31H(ER)","2025-01-10 00:00:00"
1937,"EK854","2025-01-05","Kuwait City ","KWI","Dubai ","DXB","03:40","04:22","1:08","06:30","06:25","A6-EBU","Boeing 777-31H(ER)","2025-01-10 00:00:00"
1938,"EK853","2025-01-04","Dubai ","DXB","Kuwait City ","KWI","01:25","02:06","1:22","02:28","02:15","A6-EBU","Boeing 777-31H(ER)","2025-01-10 00:00:00"
1939,"EK818","2025-01-04","Riyadh ","RUH","Dubai ","DXB","20:20","20:39","1:29","23:08","23:30","A6-EBU","Boeing 777-31H(ER)","2025-01-10 00:00:00"
1940,"EK817","2025-01-04","Dubai ","DXB","Riyadh ","RUH","17:45","18:10","1:31","18:42","18:50","A6-EBU","Boeing 777-31H(ER)","2025-01-10 00:00:00"
1941,"EK651","2025-01-04","Colombo ","CMB","Dubai ","DXB","09:55","10:55","4:03","13:27","12:55","A6-EBU","Boeing 777-31H(ER)","2025-01-10 00:00:00"
1942,"EK650","2025-01-03","Dubai ","DXB","Colombo ","CMB","02:40","03:19","3:49","08:38","08:25","A6-EBU","Boeing 777-31H(ER)","2025-01-10 00:00:00"
1943,"EK758","2025-01-03","Algiers ","ALG","Dubai ","DXB","15:40","16:07","5:55","01:02","01:10","A6-EBU","Boeing 777-31H(ER)","2025-01-10 00:00:00"
1944,"EK507","2025-01-10","Mumbai ","BOM","Dubai ","DXB","15:40","16:49","2:50","18:09","17:30","A6-EBY","Boeing 777-36N(ER)","2025-01-10 00:00:00"
1945,"EK506","2025-01-10","Dubai ","DXB","Mumbai ","BOM","09:25","10:51","2:21","14:42","13:55","A6-EBY","Boeing 777-36N(ER)","2025-01-10 00:00:00"
1946,"EK607","2025-01-09","Karachi ","KHI","Dubai ","DXB","03:00","03:08","1:54","04:02","04:15","A6-EBY","Boeing 777-36N(ER)","2025-01-10 00:00:00"
1947,"EK606","2025-01-09","Dubai ","DXB","Karachi ","KHI","22:00","22:36","1:26","01:02","01:10","A6-EBY","Boeing 777-36N(ER)","2025-01-10 00:00:00"
1948,"EK826","2025-01-09","Dammam ","DMM","Dubai ","DXB","18:00","18:18","0:54","20:12","20:25","A6-EBY","Boeing 777-36N(ER)","2025-01-10 00:00:00"
1949,"EK825","2025-01-09","Dubai ","DXB","Dammam ","DMM","16:00","16:26","1:04","16:30","16:30","A6-EBY","Boeing 777-36N(ER)","2025-01-10 00:00:00"
3247,"EK162","2025-01-04","Dublin ","DUB","Dubai ","DXB","13:10","14:05","6:36","00:41","00:45","A6-EPC","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3248,"EK161","2025-01-04","Dubai ","DXB","Dublin ","DUB","07:05","07:21","7:54","11:15","11:20","A6-EPC","Boeing 777-31H(ER)","2025-01-10 00:00:00"
1950,"EK505","2025-01-09","Mumbai ","BOM","Dubai ","DXB","10:25","10:40","2:38","11:48","12:10","A6-EBY","Boeing 777-36N(ER)","2025-01-10 00:00:00"
1951,"EK504","2025-01-08","Dubai ","DXB","Mumbai ","BOM","03:55","04:30","2:21","08:20","08:25","A6-EBY","Boeing 777-36N(ER)","2025-01-10 00:00:00"
1952,"EK82","2025-01-08","Lyon ","LYS","Dubai ","DXB","14:40","15:07","6:03","00:09","23:59","A6-EBY","Boeing 777-36N(ER)","2025-01-10 00:00:00"
1953,"EK81","2025-01-08","Dubai ","DXB","Lyon ","LYS","08:35","09:12","6:29","12:41","12:50","A6-EBY","Boeing 777-36N(ER)","2025-01-10 00:00:00"
1954,"EK784","2025-01-07","Lagos ","LOS","Dubai ","DXB","17:55","19:43","6:50","05:33","04:10","A6-EBY","Boeing 777-36N(ER)","2025-01-10 00:00:00"
1955,"EK783","2025-01-07","Dubai ","DXB","Lagos ","LOS","10:30","11:41","8:06","16:47","16:10","A6-EBY","Boeing 777-36N(ER)","2025-01-10 00:00:00"
1956,"EK836","2025-01-07","Bahrain ","BAH","Dubai ","DXB","03:50","03:49","0:54","05:43","06:05","A6-EBY","Boeing 777-36N(ER)","2025-01-10 00:00:00"
1957,"EK835","2025-01-06","Dubai ","DXB","Bahrain ","BAH","02:10","02:26","0:55","02:21","02:25","A6-EBY","Boeing 777-36N(ER)","2025-01-10 00:00:00"
1958,"EK726","2025-01-06","Dar-es-Salaam ","DAR","Dubai ","DXB","15:25","15:39","4:45","21:24","21:45","A6-EBY","Boeing 777-36N(ER)","2025-01-10 00:00:00"
1959,"EK725","2025-01-06","Dubai ","DXB","Dar-es-Salaam ","DAR","09:15","10:04","4:49","13:52","13:40","A6-EBY","Boeing 777-36N(ER)","2025-01-10 00:00:00"
1960,"EK126","2025-01-05","Vienna ","VIE","Dubai ","DXB","21:45","22:15","4:55","06:10","06:25","A6-EBY","Boeing 777-36N(ER)","2025-01-10 00:00:00"
1961,"EK125","2025-01-05","Dubai ","DXB","Vienna ","VIE","15:40","16:11","6:07","19:17","18:50","A6-EBY","Boeing 777-36N(ER)","2025-01-10 00:00:00"
1962,"EK309","2025-01-04","Beijing ","PEK","Dubai ","DXB","06:50","07:04","8:24","11:28","11:40","A6-EBY","Boeing 777-36N(ER)","2025-01-10 00:00:00"
1963,"EK308","2025-01-04","Dubai ","DXB","Beijing ","PEK","11:00","11:12","6:41","21:53","22:30","A6-EBY","Boeing 777-36N(ER)","2025-01-10 00:00:00"
1964,"EK607","2025-01-03","Karachi ","KHI","Dubai ","DXB","03:00","03:25","1:55","04:20","04:15","A6-EBY","Boeing 777-36N(ER)","2025-01-10 00:00:00"
1965,"EK606","2025-01-03","Dubai ","DXB","Karachi ","KHI","22:00","22:47","1:32","01:19","01:10","A6-EBY","Boeing 777-36N(ER)","2025-01-10 00:00:00"
1966,"EK858","2025-01-03","Kuwait City ","KWI","Dubai ","DXB","17:45","17:50","1:10","20:01","20:30","A6-EBY","Boeing 777-36N(ER)","2025-01-10 00:00:00"
1967,"EK857","2025-01-10","Dubai ","DXB","Kuwait City ","KWI","14:45","15:03","1:26","15:29","15:45","A6-ECA","Boeing 777-36N(ER)","2025-01-10 00:00:00"
1968,"EK784","2025-01-09","Lagos ","LOS","Dubai ","DXB","17:55","18:09","6:30","03:40","04:10","A6-ECA","Boeing 777-36N(ER)","2025-01-10 00:00:00"
1969,"EK783","2025-01-09","Dubai ","DXB","Lagos ","LOS","10:30","11:06","8:00","16:05","16:10","A6-ECA","Boeing 777-36N(ER)","2025-01-10 00:00:00"
1970,"EK922","2025-01-08","Cairo ","CAI","Dubai ","DXB","16:30","18:44","2:54","23:38","21:45","A6-ECA","Boeing 777-36N(ER)","2025-01-10 00:00:00"
1971,"EK921","2025-01-08","Dubai ","DXB","Cairo ","CAI","12:00","14:30","3:35","16:05","14:15","A6-ECA","Boeing 777-36N(ER)","2025-01-10 00:00:00"
1972,"EK359","2025-01-07","Jakarta ","CGK","Dubai ","DXB","00:15","00:25","7:53","05:18","05:30","A6-ECA","Boeing 777-36N(ER)","2025-01-10 00:00:00"
1973,"EK358","2025-01-07","Dubai ","DXB","Jakarta ","CGK","10:55","11:28","7:37","22:05","22:10","A6-ECA","Boeing 777-36N(ER)","2025-01-10 00:00:00"
1974,"EK867","2025-01-07","Muscat ","MCT","Dubai ","DXB","04:55","04:57","0:53","05:50","06:10","A6-ECA","Boeing 777-36N(ER)","2025-01-10 00:00:00"
1975,"EK866","2025-01-06","Dubai ","DXB","Muscat ","MCT","02:30","02:46","0:41","03:27","03:45","A6-ECA","Boeing 777-36N(ER)","2025-01-10 00:00:00"
1976,"EK333","2025-01-06","Manila ","MNL","Dubai ","DXB","17:30","18:25","8:42","23:07","23:05","A6-ECA","Boeing 777-36N(ER)","2025-01-10 00:00:00"
1977,"EK332","2025-01-05","Dubai ","DXB","Manila ","MNL","03:40","04:34","7:34","16:08","15:55","A6-ECA","Boeing 777-36N(ER)","2025-01-10 00:00:00"
1978,"EK210","2025-01-05","Athens ","ATH","Dubai ","DXB","18:00","23:53","8:54","15:46","00:25","A6-ECA","Boeing 777-36N(ER)","2025-01-10 00:00:00"
1980,"EK209","2025-01-04","Athens ","ATH","New York ","EWR","17:10","11:54","4:52","14:46","21:10","A6-ECA","Boeing 777-36N(ER)","2025-01-10 00:00:00"
1982,"EK795","2025-01-03","Dakar ","DSS","Dubai ","DXB","18:35","15:47","1:05","16:52","07:50","A6-ECA","Boeing 777-36N(ER)","2025-01-10 00:00:00"
1991,"EK248","2025-01-06","Rio de Janeiro ","GIG","Dubai ","DXB","03:45","23:30","2:09","01:40","00:30","A6-ECE","Boeing 777-31H(ER)","2025-01-10 00:00:00"
1993,"EK247","2025-01-05","Rio de Janeiro ","GIG","Buenos Aires ","EZE","17:45","08:52","14:21","16:13","21:10","A6-ECE","Boeing 777-31H(ER)","2025-01-10 00:00:00"
1998,"EK213","2025-01-02","Dubai ","DXB","Miami ","MIA","02:15","03:11","16:03","10:13","09:50","A6-ECE","Boeing 777-31H(ER)","2025-01-10 00:00:00"
1999,"EK425","2025-01-09","Perth ","PER","Dubai ","DXB","06:00","06:10","10:33","12:43","13:10","A6-ECF","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2000,"EK424","2025-01-09","Dubai ","DXB","Perth ","PER","09:15","10:11","9:58","00:09","00:10","A6-ECF","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2001,"EK176","2025-01-08","St. Petersburg ","LED","Dubai ","DXB","23:10","23:45","5:30","06:14","06:25","A6-ECF","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2002,"EK175","2025-01-08","Dubai ","DXB","St. Petersburg ","LED","15:55","16:14","5:33","20:46","21:10","A6-ECF","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2003,"EK176","2025-01-07","St. Petersburg ","LED","Dubai ","DXB","23:10","23:39","5:34","06:12","06:25","A6-ECF","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2004,"EK175","2025-01-07","Dubai ","DXB","St. Petersburg ","LED","15:55","16:35","5:44","21:19","21:10","A6-ECF","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2005,"EK838","2025-01-07","Bahrain ","BAH","Dubai ","DXB","10:00","10:12","0:51","12:02","12:15","A6-ECF","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2006,"EK837","2025-01-07","Dubai ","DXB","Bahrain ","BAH","08:20","09:03","0:50","08:53","08:40","A6-ECF","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2007,"EK794","2025-01-06","Luanda ","LAD","Dubai ","DXB","17:50","18:09","7:39","04:48","04:40","A6-ECF","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2008,"EK793","2025-01-06","Dubai ","DXB","Luanda ","LAD","09:25","10:51","7:32","15:24","14:25","A6-ECF","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2009,"EK176","2025-01-05","St. Petersburg ","LED","Dubai ","DXB","23:10","23:47","5:26","06:13","06:25","A6-ECF","Boeing 777-31H(ER)","2025-01-10 00:00:00"
1988,"EK214","2025-01-07","Bogota ","BOG","Miami ","MIA","18:10","00:58","13:22","23:20","22:05","A6-ECH","Boeing 777-31H(ER)","2025-01-10 00:00:00"
1990,"EK213","2025-01-06","Dubai ","DXB","Miami ","MIA","02:15","12:13","3:10","15:23","09:50","A6-ECH","Boeing 777-31H(ER)","2025-01-10 00:00:00"
1995,"EK214","2025-01-04","Miami ","MIA","Dubai ","DXB","00:35","18:20","3:01","21:21","23:45","A6-ECI","Boeing 777-31H(ER)","2025-01-10 00:00:00"
1997,"EK213","2025-01-03","Miami ","MIA","Bogota ","BOG","11:50","02:32","15:44","09:16","15:40","A6-ECI","Boeing 777-31H(ER)","2025-01-10 00:00:00"
1985,"EK213","2025-01-09","Miami ","MIA","Bogota ","BOG","11:50","02:59","15:26","09:25","15:40","A6-EGB","Boeing 777-31H(ER)","2025-01-10 00:00:00"
1984,"EK214","2025-01-09","Bogota ","BOG","Miami ","MIA","18:10","00:54","13:10","23:04","22:05","A6-EGB","Boeing 777-31H(ER)","2025-01-10 00:00:00"
1987,"EK214","2025-01-08","Miami ","MIA","Dubai ","DXB","00:35","18:24","2:55","21:19","23:45","A6-EGB","Boeing 777-31H(ER)","2025-01-10 00:00:00"
1986,"EK213","2025-01-08","Dubai ","DXB","Miami ","MIA","02:15","12:21","3:14","15:35","09:50","A6-EGB","Boeing 777-31H(ER)","2025-01-10 00:00:00"
1989,"EK213","2025-01-07","Miami ","MIA","Bogota ","BOG","11:50","03:01","15:34","09:35","15:40","A6-EGB","Boeing 777-31H(ER)","2025-01-10 00:00:00"
1996,"EK214","2025-01-03","Bogota ","BOG","Miami ","MIA","18:10","01:01","13:20","23:21","22:05","A6-EGB","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3249,"EK708","2025-01-03","Victoria ","SEZ","Dubai ","DXB","23:50","19:07","2:11","22:18","04:20","A6-EPC","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3251,"EK404","2025-01-10","Singapore ","SIN","Melbourne ","MEL","10:10","10:38","6:57","20:35","20:35","A6-EPD","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3253,"EK379","2025-01-08","Phuket ","HKT","Dubai ","DXB","19:05","19:21","6:12","22:33","22:45","A6-EPD","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3254,"EK378","2025-01-07","Dubai ","DXB","Phuket ","HKT","03:00","03:25","5:24","11:48","12:05","A6-EPD","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3255,"EK162","2025-01-07","Dublin ","DUB","Dubai ","DXB","13:10","14:24","6:53","01:17","00:45","A6-EPD","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2010,"EK175","2025-01-05","Dubai ","DXB","St. Petersburg ","LED","15:55","16:10","5:50","20:59","21:10","A6-ECF","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2011,"EK130","2025-01-04","Moscow ","DME","Dubai ","DXB","09:45","10:26","4:40","16:06","16:20","A6-ECF","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2012,"EK129","2025-01-03","Dubai ","DXB","Moscow ","DME","03:30","03:59","5:05","08:04","08:00","A6-ECF","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2013,"EK840","2025-01-03","Bahrain ","BAH","Dubai ","DXB","17:45","18:02","0:51","19:53","20:00","A6-ECF","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2014,"EK248","2025-01-09","Rio de Janeiro ","GIG","Dubai ","DXB","03:45","23:12","2:20","01:32","00:30","A6-ECH","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2016,"EK247","2025-01-08","Rio de Janeiro ","GIG","Buenos Aires ","EZE","17:45","08:32","14:20","15:52","21:10","A6-ECH","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2018,"EK867","2025-01-08","Muscat ","MCT","Dubai ","DXB","04:40","04:55","0:46","05:41","05:55","A6-ECH","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2019,"EK866","2025-01-07","Dubai ","DXB","Muscat ","MCT","02:15","02:50","0:43","03:33","03:30","A6-ECH","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2024,"EK810","2025-01-05","Medina ","MED","Dubai ","DXB","17:55","18:15","2:03","21:18","21:25","A6-ECH","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2025,"EK809","2025-01-05","Dubai ","DXB","Medina ","MED","14:20","14:54","2:22","16:15","16:10","A6-ECH","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2026,"EK362","2025-01-10","Dubai ","DXB","Guangzhou ","CAN","10:50","11:31","6:07","21:38","21:45","A6-ECI","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2027,"EK363","2025-01-09","Guangzhou ","CAN","Dubai ","DXB","00:15","00:13","8:25","04:38","05:10","A6-ECI","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2028,"EK362","2025-01-09","Dubai ","DXB","Guangzhou ","CAN","10:50","11:14","6:16","21:30","21:45","A6-ECI","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2029,"EK333","2025-01-08","Manila ","MNL","Dubai ","DXB","17:30","18:26","8:53","23:18","23:05","A6-ECI","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2030,"EK332","2025-01-07","Dubai ","DXB","Manila ","MNL","03:40","04:28","7:26","15:54","15:55","A6-ECI","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2031,"EK758","2025-01-07","Algiers ","ALG","Dubai ","DXB","15:40","16:29","5:44","01:13","01:10","A6-ECI","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2032,"EK757","2025-01-07","Dubai ","DXB","Algiers ","ALG","08:10","09:07","6:32","12:39","12:40","A6-ECI","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2033,"EK359","2025-01-06","Jakarta ","CGK","Dubai ","DXB","00:15","00:18","7:50","05:08","05:30","A6-ECI","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2034,"EK358","2025-01-06","Dubai ","DXB","Jakarta ","CGK","10:55","11:30","7:30","22:00","22:10","A6-ECI","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2035,"EK816","2025-01-06","Riyadh ","RUH","Dubai ","DXB","03:55","04:16","1:22","06:38","06:55","A6-ECI","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2036,"EK815","2025-01-05","Dubai ","DXB","Riyadh ","RUH","01:25","01:41","1:28","02:10","02:25","A6-ECI","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2041,"EK509","2025-01-03","Mumbai ","BOM","Dubai ","DXB","22:00","22:15","2:46","23:31","23:55","A6-ECI","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2042,"EK209","2025-01-10","Dubai ","DXB","Athens ","ATH","11:30","12:02","4:34","14:36","15:05","A6-ECJ","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2043,"EK808","2025-01-10","Medina ","MED","Dubai ","DXB","04:50","04:58","1:54","07:52","08:20","A6-ECJ","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2044,"EK807","2025-01-09","Dubai ","DXB","Medina ","MED","01:15","01:31","2:27","02:58","03:10","A6-ECJ","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2045,"EK333","2025-01-09","Manila ","MNL","Dubai ","DXB","17:30","17:46","8:52","22:38","23:05","A6-ECJ","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2046,"EK332","2025-01-08","Dubai ","DXB","Manila ","MNL","03:40","04:13","7:27","15:40","15:55","A6-ECJ","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2047,"EK110","2025-01-08","Larnaca ","LCA","Dubai ","DXB","19:20","14:51","2:06","17:57","01:00","A6-ECJ","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2049,"EK109","2025-01-08","Larnaca ","LCA","Malta ","MLA","11:25","08:07","3:46","09:52","13:15","A6-ECJ","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2051,"EK794","2025-01-07","Luanda ","LAD","Dubai ","DXB","17:50","17:46","7:26","04:12","04:40","A6-ECJ","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2052,"EK793","2025-01-07","Dubai ","DXB","Luanda ","LAD","09:25","10:12","7:30","14:42","14:25","A6-ECJ","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2053,"EK758","2025-01-06","Algiers ","ALG","Dubai ","DXB","15:40","16:01","5:56","00:57","01:10","A6-ECJ","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2054,"EK757","2025-01-06","Dubai ","DXB","Algiers ","ALG","08:10","08:58","6:59","12:57","12:40","A6-ECJ","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2055,"EK359","2025-01-05","Jakarta ","CGK","Dubai ","DXB","00:15","00:18","7:47","05:04","05:30","A6-ECJ","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2056,"EK358","2025-01-05","Dubai ","DXB","Jakarta ","CGK","10:55","11:32","7:29","22:01","22:10","A6-ECJ","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2057,"EK808","2025-01-05","Medina ","MED","Dubai ","DXB","04:50","05:21","1:59","08:20","08:20","A6-ECJ","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2058,"EK807","2025-01-04","Dubai ","DXB","Medina ","MED","01:15","01:44","2:27","03:10","03:10","A6-ECJ","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2059,"EK726","2025-01-04","Dar-es-Salaam ","DAR","Dubai ","DXB","15:25","15:52","4:54","21:46","21:45","A6-ECJ","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2060,"EK725","2025-01-04","Dubai ","DXB","Dar-es-Salaam ","DAR","09:15","10:05","4:55","14:00","13:40","A6-ECJ","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2061,"EK722","2025-01-03","Nairobi ","NBO","Dubai ","DXB","22:45","22:59","4:27","04:26","04:45","A6-ECJ","Boeing 777-31H(ER)","2025-01-10 00:00:00"
2062,"EK721","2025-01-03","Dubai ","DXB","Nairobi ","NBO","15:20","15:56","4:40","19:37","19:35","A6-ECJ","Boeing 777-31H(ER)","2025-01-10 00:00:00"
